concept_id
437743
436828
436007
433935
374907
257586
75413
4309320
4153517
4029726
433828
432488
4299094
442797
438927
432882
4137448
443243
439788
438658
434217
433080
198645
43021845
4171115
4154930
4117422
4053320
4035269
437369
436011
443789
4305376
4086841
434482
434051
4024765
437245
435086
433244
45763567
4062405
438728
435444
81360
42709942
4095059
439656
436015
138293
132342
4203927
4309418
4117518
44782790
4290538
4197184
4142195
4101286
440436
22288
435693
4125629
4080568
4029271
441182
438306
434486
4275902
4120388
4102935
438783
435131
433441
375277
374139
4175787
441267
252784
197037
444234
441172
439136
436941
432518
74469
40481327
4204062
437760
433919
4215568
256142
78633
4298207
4101284
442081
432872
198291
443702
443330
440919
438941
435570
27826
46269831
4006964
440829
81539
442062
435857
197096
40479565
4290615
4079687
4058346
4055618
432729
315531
258032
4194981
40491872
436233
4160055
440382
435866
4275287
440972
440589
433951
381584
139895
43531622
4195873
436297
434218
45757094
440053
440001
433915
194001
4172835
4065770
435140
4093346
440695
436667
192591
75121
45767018
4307885
4285139
443727
435397
4184877
441481
432873
192957
4269896
443703
137016
442424
374050
4164151
4108943
440990
433880
77624
440920
435561
4284559
4264073
442601
80205
4318718
434309
372329
436876
81623
438220
442015
438648
46269860
4118057
319138
74716
4059563
318789
72786
4009705
4088744
4028571
137991
4201565
256571
40479649
4275889
4024763
4022071
442063
440532
193597
133364
435720
376977
4182522
434485
436232
382003
4228940
4203427
374922
4055224
434744
4103640
438262
433647
432660
135424
40479573
133655
437448
4114472
201478
40481897
36714927
443172
436445
40483172
4061157
440193
432878
4110915
440525
193598
45757682
434203
200774
4064169
436077
434916
381574
435718
433111
80914
435781
45757370
4035437
377546
135030
40486120
40481091
4008710
197036
440268
136933
4279461
45757804
45757112
4085062
81665
24974
4067861
440068
40481303
196156
443447
438329
4237140
4112026
4165091
4051630
372448
197377
440577
439977
378765
43530645
440710
439234
192732
4110914
4200655
200616
436409
373105
73580
376578
40481140
435371
440367
4103638
377572
45757649
4048208
195213
4096856
4094822
4048716
432580
25518
321414
37396726
4147614
433997
45757691
434319
195307
439233
433605
4078201
375077
4150795
438391
36713915
4056905
441968
441906
4058397
4055602
435011
4192647
437176
258787
4022073
435696
40479575
81634
4185711
196369
46270117
4219643
4099740
441191
443751
200444
440366
440930
433741
435522
4299544
133088
4012934
438123
433447
435080
193261
437092
440612
381021
444362
4111608
40481354
4229897
4201387
4262562
441594
438664
4101660
380818
4052226
433681
259995
441415
439976
435088
196821
435775
4184149
377873
134732
4198492
432303
4168212
438114
40490423
4325344
196733
4168681
4065123
4202045
195864
436817
442274
438917
372897
46273390
4305303
4216432
193636
4090353
439971
443366
44784454
435787
437744
4062791
4342896
22856
80070
319927
45757656
46286594
195591
4216894
200848
194475
4049367
80463
441536
439871
440387
436294
133327
4280828
78771
4092879
4201388
4126571
45757468
42709840
199192
194091
46269843
193984
40480002
78838
194408
432436
138821
44782778
434002
253321
4264617
44783954
4050743
4027782
4168318
444297
434675
378256
4125590
4010658
438808
80593
75365
437671
4163735
4184175
75065
4012570
140362
321483
40481369
434164
4012231
40481547
443421
316814
4115402
4091513
4114624
441553
4027371
443236
434814
433596
134765
4196636
438731
434887
201065
438730
317376
199065
4199550
432451
40479583
4098611
4059015
141825
439791
195212
4152347
434327
442282
36717115
443556
313601
4058388
4130023
440072
436235
201688
40481319
4241033
4166126
321689
435790
374801
433802
137829
36714693
4166231
4088290
435723
4092743
438130
4311629
435516
198528
439081
134718
140842
4083487
199075
439790
443792
372324
4268911
255302
78200
4168701
4022076
443585
439795
75311
433813
4094911
195926
4262519
4119307
195590
441829
137379
372912
197318
40481385
79936
439935
45757488
79873
314487
440457
4273391
4295287
197675
4171919
42873170
4098604
44783760
73026
40482267
133729
434004
40484648
4084229
4094910
194692
73575
435510
78474
4088920
4201390
436246
4248728
4166125
137682
4194160
438120
193020
4344500
4311591
433753
4216771
4168222
4155909
436940
440276
138255
4002818
4319325
435511
4092896
4094448
432596
72737
4103703
137989
441417
433163
4168217
195873
4201717
46273477
36717682
77079
73754
200528
436375
81878
4305080
192450
443800
200845
432730
434610
40304526
138384
440129
136237
197672
4009585
441628
432738
196168
201916
439405
437390
36713926
435515
4209423
444367
314754
4213540
36713918
40482801
4012368
434005
79864
437833
374375
435796
439082
46269889
315078
4223659
438720
